date,RSAFS_20010613,RSAFS_20010713,RSAFS_20010814,RSAFS_20010914,RSAFS_20011012,RSAFS_20011114,RSAFS_20011213,RSAFS_20020115,RSAFS_20020213,RSAFS_20020313,RSAFS_20020412,RSAFS_20020503,RSAFS_20020514,RSAFS_20020613,RSAFS_20020712,RSAFS_20020813,RSAFS_20020913,RSAFS_20021011,RSAFS_20021114,RSAFS_20021212,RSAFS_20030114,RSAFS_20030213,RSAFS_20030313,RSAFS_20030411,RSAFS_20030430,RSAFS_20030514,RSAFS_20030612,RSAFS_20030715,RSAFS_20030813,RSAFS_20030912,RSAFS_20031015,RSAFS_20031114,RSAFS_20031211,RSAFS_20040115,RSAFS_20040212,RSAFS_20040311,RSAFS_20040330,RSAFS_20040402,RSAFS_20040413,RSAFS_20040513,RSAFS_20040614,RSAFS_20040714,RSAFS_20040812,RSAFS_20040914,RSAFS_20041015,RSAFS_20041112,RSAFS_20041213,RSAFS_20050113,RSAFS_20050215,RSAFS_20050315,RSAFS_20050331,RSAFS_20050413,RSAFS_20050512,RSAFS_20050614,RSAFS_20050714,RSAFS_20050811,RSAFS_20050914,RSAFS_20051014,RSAFS_20051115,RSAFS_20051213,RSAFS_20060113,RSAFS_20060214,RSAFS_20060314,RSAFS_20060330,RSAFS_20060413,RSAFS_20060511,RSAFS_20060613,RSAFS_20060714,RSAFS_20060811,RSAFS_20060914,RSAFS_20061013,RSAFS_20061114,RSAFS_20061130,RSAFS_20061213,RSAFS_20070112,RSAFS_20070214,RSAFS_20070313,RSAFS_20070329,RSAFS_20070416,RSAFS_20070511,RSAFS_20070613,RSAFS_20070713,RSAFS_20070813,RSAFS_20070914,RSAFS_20071012,RSAFS_20071114,RSAFS_20071213,RSAFS_20080115,RSAFS_20080213,RSAFS_20080313,RSAFS_20080414,RSAFS_20080430,RSAFS_20080513,RSAFS_20080612,RSAFS_20080715,RSAFS_20080813,RSAFS_20080912,RSAFS_20081015,RSAFS_20081114,RSAFS_20081212,RSAFS_20090114,RSAFS_20090212,RSAFS_20090312,RSAFS_20090414,RSAFS_20090430,RSAFS_20090513,RSAFS_20090611,RSAFS_20090714,RSAFS_20090813,RSAFS_20090915,RSAFS_20091014,RSAFS_20091116,RSAFS_20091211,RSAFS_20100114,RSAFS_20100212,RSAFS_20100312,RSAFS_20100414,RSAFS_20100430,RSAFS_20100514,RSAFS_20100611,RSAFS_20100714,RSAFS_20100813,RSAFS_20100914,RSAFS_20101015,RSAFS_20101115,RSAFS_20101214,RSAFS_20110114,RSAFS_20110215,RSAFS_20110311,RSAFS_20110413,RSAFS_20110429,RSAFS_20110512,RSAFS_20110614,RSAFS_20110714,RSAFS_20110812,RSAFS_20110914,RSAFS_20111014,RSAFS_20111115,RSAFS_20111213,RSAFS_20120112,RSAFS_20120214,RSAFS_20120313,RSAFS_20120416,RSAFS_20120430,RSAFS_20120515,RSAFS_20120613,RSAFS_20120716,RSAFS_20120814,RSAFS_20120914,RSAFS_20121015,RSAFS_20121114,RSAFS_20121213,RSAFS_20130115,RSAFS_20130213,RSAFS_20130313,RSAFS_20130412,RSAFS_20130513,RSAFS_20130531,RSAFS_20130613,RSAFS_20130715,RSAFS_20130813,RSAFS_20130913,RSAFS_20131029,RSAFS_20131120,RSAFS_20131212,RSAFS_20140114,RSAFS_20140213,RSAFS_20140313,RSAFS_20140414,RSAFS_20140513,RSAFS_20140612,RSAFS_20140715,RSAFS_20140813,RSAFS_20140912,RSAFS_20141015,RSAFS_20141114,RSAFS_20141211,RSAFS_20150114,RSAFS_20150212,RSAFS_20150312,RSAFS_20150414,RSAFS_20150513,RSAFS_20150611,RSAFS_20150714,RSAFS_20150813,RSAFS_20150915,RSAFS_20151014,RSAFS_20151113,RSAFS_20151211,RSAFS_20160115,RSAFS_20160212,RSAFS_20160315,RSAFS_20160413,RSAFS_20160513,RSAFS_20160614,RSAFS_20160715,RSAFS_20160812,RSAFS_20160915,RSAFS_20161014,RSAFS_20161115,RSAFS_20161214,RSAFS_20170113,RSAFS_20170215,RSAFS_20170315,RSAFS_20170414,RSAFS_20170512,RSAFS_20170614,RSAFS_20170714,RSAFS_20170815,RSAFS_20170915,RSAFS_20171013,RSAFS_20171115,RSAFS_20171214,RSAFS_20180112,RSAFS_20180214,RSAFS_20180314,RSAFS_20180416,RSAFS_20180515,RSAFS_20180525,RSAFS_20180614,RSAFS_20180716,RSAFS_20180815,RSAFS_20180914,RSAFS_20181015,RSAFS_20181115,RSAFS_20181214,RSAFS_20190214,RSAFS_20190311,RSAFS_20190401,RSAFS_20190418,RSAFS_20190515,RSAFS_20190614,RSAFS_20190716,RSAFS_20190815,RSAFS_20190913,RSAFS_20191016,RSAFS_20191115,RSAFS_20191213,RSAFS_20200116,RSAFS_20200214,RSAFS_20200317,RSAFS_20200415,RSAFS_20200515,RSAFS_20200616,RSAFS_20200716,RSAFS_20200814,RSAFS_20200916,RSAFS_20201016,RSAFS_20201117,RSAFS_20201216,RSAFS_20210115,RSAFS_20210217,RSAFS_20210316,RSAFS_20210415,RSAFS_20210426,RSAFS_20210514,RSAFS_20210615,RSAFS_20210716,RSAFS_20210817,RSAFS_20210916,RSAFS_20211015,RSAFS_20211116,RSAFS_20211215,RSAFS_20220114,RSAFS_20220216,RSAFS_20220316,RSAFS_20220414,RSAFS_20220425,RSAFS_20220517,RSAFS_20220615,RSAFS_20220715,RSAFS_20220817,RSAFS_20220915,RSAFS_20221014,RSAFS_20221116,RSAFS_20221215,RSAFS_20230118,RSAFS_20230215,RSAFS_20230315,RSAFS_20230414,RSAFS_20230424,RSAFS_20230516,RSAFS_20230615,RSAFS_20230718,RSAFS_20230815,RSAFS_20230914,RSAFS_20231017,RSAFS_20231115,RSAFS_20231214,RSAFS_20240117,RSAFS_20240215,RSAFS_20240314,RSAFS_20240415,RSAFS_20240423,RSAFS_20240515,RSAFS_20240618,RSAFS_20240716,RSAFS_20240815,RSAFS_20240917,RSAFS_20241017,RSAFS_20241115,RSAFS_20241217,RSAFS_20250116,RSAFS_20250214,RSAFS_20250317,RSAFS_20250416,RSAFS_20250425,RSAFS_20250515,RSAFS_20250617,RSAFS_20250717,RSAFS_20250815,RSAFS_20250916,RSAFS_20251125,RSAFS_20251216,RSAFS_20260114,RSAFS_20260210,RSAFS_20260306,RSAFS_20260401,RSAFS_20260421
1993-10-01,186218,186218,186218,186218,186218,186218,186218,186218,186218,186218,186218,186209,186209,186209,186209,186209,186209,186209,186209,186209,186209,186209,186209,186209,186890,186890,186890,186890,186890,186890,186890,186890,186890,186890,186890,186890,186890,186890,186890,186890,186890,186890,186890,186890,186890,186890,186890,186890,186890,186890,182163,182163,182163,182163,182163,182163,182163,182163,182163,182163,182163,182163,182163,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,183233,182903,182903,182903,182903,182903,182903,182903,182903,182903,182903,182903,182903,182903,182903,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182910,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,182884,177588.0,177588.0,177588.0,177588.0,177588.0,177588.0,177588.0,177588.0,177588.0,177588.0,177588.0,177588.0,177588.0
1993-11-01,188346,188346,188346,188346,188346,188346,188346,188346,188346,188346,188346,188368,188368,188368,188368,188368,188368,188368,188368,188368,188368,188368,188368,188368,189057,189057,189057,189057,189057,189057,189057,189057,189057,189057,189057,189057,189057,189057,189057,189057,189057,189057,189057,189057,189057,189057,189057,189057,189057,189057,184206,184206,184206,184206,184206,184206,184206,184206,184206,184206,184206,184206,184206,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,185266,184738,184738,184738,184738,184738,184738,184738,184738,184738,184738,184738,184738,184738,184738,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184746,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,184747,179758.0,179758.0,179758.0,179758.0,179758.0,179758.0,179758.0,179758.0,179758.0,179758.0,179758.0,179758.0,179758.0
1993-12-01,189408,189408,189408,189408,189408,189408,189408,189408,189408,189408,189408,189466,189466,189466,189466,189466,189466,189466,189466,189466,189466,189466,189466,189466,190132,190132,190132,190132,190132,190132,190132,190132,190132,190132,190132,190132,190132,190132,190132,190132,190132,190132,190132,190132,190132,190132,190132,190132,190132,190132,185494,185494,185494,185494,185494,185494,185494,185494,185494,185494,185494,185494,185494,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186538,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186339,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,186399,181077.0,181077.0,181077.0,181077.0,181077.0,181077.0,181077.0,181077.0,181077.0,181077.0,181077.0,181077.0,181077.0
1994-01-01,189287,189287,189287,189287,189287,189287,189287,189287,189287,189287,189287,189162,189162,189162,189162,189162,189162,189162,189162,189162,189162,189162,189162,189162,189813,189813,189813,189813,189813,189813,189813,189813,189813,189813,189813,189813,189813,189813,189813,189813,189813,189813,189813,189813,189813,189813,189813,189813,189813,189813,184874,184874,184874,184874,184874,184874,184874,184874,184874,184874,184874,184874,184874,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185948,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185128,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,185142,179615.0,179615.0,179615.0,179615.0,179615.0,179615.0,179615.0,179615.0,179615.0,179615.0,179615.0,179615.0,179615.0
1994-02-01,191676,191676,191676,191676,191676,191676,191676,191676,191676,191676,191676,191715,191715,191715,191715,191715,191715,191715,191715,191715,191715,191715,191715,191715,192393,192393,192393,192393,192393,192393,192393,192393,192393,192393,192393,192393,192393,192393,192393,192393,192393,192393,192393,192393,192393,192393,192393,192393,192393,192393,187481,187481,187481,187481,187481,187481,187481,187481,187481,187481,187481,187481,187481,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188562,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188077,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,188074,183101.0,183101.0,183101.0,183101.0,183101.0,183101.0,183101.0,183101.0,183101.0,183101.0,183101.0,183101.0,183101.0
1994-03-01,194591,194591,194591,194591,194591,194591,194591,194591,194591,194591,194591,194655,194655,194655,194655,194655,194655,194655,194655,194655,194655,194655,194655,194655,195397,195397,195397,195397,195397,195397,195397,195397,195397,195397,195397,195397,195397,195397,195397,195397,195397,195397,195397,195397,195397,195397,195397,195397,195397,195397,190635,190635,190635,190635,190635,190635,190635,190635,190635,190635,190635,190635,190635,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191756,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191588,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,191579,186721.0,186721.0,186721.0,186721.0,186721.0,186721.0,186721.0,186721.0,186721.0,186721.0,186721.0,186721.0,186721.0
1994-04-01,195619,195619,195619,195619,195619,195619,195619,195619,195619,195619,195619,195503,195503,195503,195503,195503,195503,195503,195503,195503,195503,195503,195503,195503,196217,196217,196217,196217,196217,196217,196217,196217,196217,196217,196217,196217,196217,196217,196217,196217,196217,196217,196217,196217,196217,196217,196217,196217,196217,196217,191150,191150,191150,191150,191150,191150,191150,191150,191150,191150,191150,191150,191150,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,192275,191624,191624,191624,191624,191624,191624,191624,191624,191624,191624,191624,191624,191624,191624,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191632,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,191639,186423.0,186423.0,186423.0,186423.0,186423.0,186423.0,186423.0,186423.0,186423.0,186423.0,186423.0,186423.0,186423.0
1994-05-01,194255,194255,194255,194255,194255,194255,194255,194255,194255,194255,194255,194343,194343,194343,194343,194343,194343,194343,194343,194343,194343,194343,194343,194343,195118,195118,195118,195118,195118,195118,195118,195118,195118,195118,195118,195118,195118,195118,195118,195118,195118,195118,195118,195118,195118,195118,195118,195118,195118,195118,190133,190133,190133,190133,190133,190133,190133,190133,190133,190133,190133,190133,190133,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,191300,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190940,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,190929,185616.0,185616.0,185616.0,185616.0,185616.0,185616.0,185616.0,185616.0,185616.0,185616.0,185616.0,185616.0,185616.0
1994-06-01,196631,196631,196631,196631,196631,196631,196631,196631,196631,196631,196631,196637,196637,196637,196637,196637,196637,196637,196637,196637,196637,196637,196637,196637,197435,197435,197435,197435,197435,197435,197435,197435,197435,197435,197435,197435,197435,197435,197435,197435,197435,197435,197435,197435,197435,197435,197435,197435,197435,197435,192485,192485,192485,192485,192485,192485,192485,192485,192485,192485,192485,192485,192485,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193606,193203,193203,193203,193203,193203,193203,193203,193203,193203,193203,193203,193203,193203,193203,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193196,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,193130,187800.0,187800.0,187800.0,187800.0,187800.0,187800.0,187800.0,187800.0,187800.0,187800.0,187800.0,187800.0,187800.0
1994-07-01,197128,197128,197128,197128,197128,197128,197128,197128,197128,197128,197128,197237,197237,197237,197237,197237,197237,197237,197237,197237,197237,197237,197237,197237,198032,198032,198032,198032,198032,198032,198032,198032,198032,198032,198032,198032,198032,198032,198032,198032,198032,198032,198032,198032,198032,198032,198032,198032,198032,198032,193034,193034,193034,193034,193034,193034,193034,193034,193034,193034,193034,193034,193034,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,194229,193754,193754,193754,193754,193754,193754,193754,193754,193754,193754,193754,193754,193754,193754,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193763,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,193743,188062.0,188062.0,188062.0,188062.0,188062.0,188062.0,188062.0,188062.0,188062.0,188062.0,188062.0,188062.0,188062.0
